id,location,title,longitude,latitude
WI_HTR,"Manitowoc, Wis. USA",Herald Times Reporter,-87.66172461,44.10759486
WI_MNH,"Marshfield, Wis. USA",Marshfield News-Herald,-90.17510223,44.66505051
WI_SN,"Medford, Wis. USA",The Star News,-90.34783173,45.13780212
WI_MJS,"Milwaukee, Wis. USA",Milwaukee Journal Sentinel,-87.90684509,43.04180908
WI_ON,"Oshkosh, Wis. USA",Oshkosh Northwestern,-88.54443359,44.02490997
WI_PDR,"Portage, Wis. USA",Portage Daily Register,-89.49752045,43.56183624
WI_SP,"Sheboygan, Wis. USA",The Sheboygan Press,-87.710155,43.750854
WI_SPJ,"Stevens Point, Wis. USA",Stevens Point Journal,-89.5747894,44.52390522
WI_WDH,"Wausau, Wis. USA",The Wausau Daily Herald,-89.61824799,44.960392
WI_DT,"Wisconsin Rapids, Wis. USA",Daily Tribune,-89.828241,44.391609
ARG_CLA,"Buenos Aires, Argentina",Clarin,-58.42965317,-34.61523438
ARG_ET,"Posadas, Argentina",El Territorio,-55.92341614,-27.40208244
AUS_WA,"Perth, Australia",The West Australian,115.8119583,-31.91204262
AUT_SN,"Salzburg, Austria",Salzburger Nachrichten,13.01152802,47.79247665
AUT_KUR,"Vienna, Austria",Kurier,16.34609413,48.19949341
AUT_DS,"Vienna, Austria",Der Standard,16.36453247,48.21123123
AUT_NVT,"Vorarlberg, Austria",Neue Vorarlberger Tageszeitung,9.656638145,47.27699661
AUT_VN,"Vorarlberg, Austria",Vorarlberger Nachrichten,9.656815529,47.27699661
BEL_DM,"Brussels, Belgium",De Morgen,4.348997593,50.85541153
BER_RG,"Hamilton, Bermuda",The Royal Gazette,-64.78292847,32.29660416
BRA_CB,"Brasilia, Brazil",Correio Braziliense,-47.89774664,-15.79210907
BRA^PR_DDC,"Ponta Grossa, Brazil",Diário dos Campos,-50.16285324,-25.09506798
BRA^PE_JDC,"Recife, Brazil",Jornal do Commercio,-34.91463852,-8.085167885
BRA_ATARDE,"Salvador da Bahia, Brazil",A Tarde,-38.50123596,-12.97290421
BRA_OE,"São Paulo, Brazil",O Estado de S. Paulo,-46.67105865,-23.51236725
BRA_FDSP,"São Paulo, Brazil",Folha de S. Paulo,-52.32648468,-31.76320648
BRA^ES_AT,"Vitória, Brazil",A Tribuna,-40.30622944,-20.30676641
CAN_CH,"Calgary, Canada",Calgary Herald,-114.0148468,51.05154037
CAN_CS,"Calgary, Canada",The Calgary Sun,-114.0631948,51.04507484
CAN_EJ,"Edmonton, Canada",Edmonton Journal,-113.4923172,53.54566574
CAN_ES,"Edmonton, Canada",Edmonton Sun,-113.4903717,53.54621887
CAN_DCN,"Markham, Canada",Daily Commercial News and Construction Record,-79.32958221,43.83202362
CAN_MG,"Montreal, Canada",Montreal Gazette,-73.572258,45.50064468
CAN_JM,"Montreal, Canada",Le Journal de Montréal,-73.55436707,45.51233292
CAN_OS,"Ottawa, Canada",The Ottawa Sun,-75.69189453,45.42150116
CAN_TGAM,"Toronto, Canada",The Globe and Mail,-79.39504099,43.64242944
CAN_NP,"Toronto, Canada",National Post,-79.34727478,43.75101471
CAN_TS,"Toronto, Canada",Toronto Star,-79.37473297,43.64208603
CAN_TSUN,"Toronto, Canada",Toronto Sun,-79.3853302,43.64856339
CAN_VS,"Vancouver, Canada",The Vancouver Sun,-123.1128235,49.28598404
CAN_TP,"Vancouver, Canada",The Province,-123.1128235,49.28598404
CAN_TWS,"Windsor, Canada",The Windsor Star,-83.04160309,42.31845093
CAN_WFP,"Winnipeg, Canada",Winnipeg Free Press,-97.17516327,49.93408585
CHIL_LUN,"Santiago, Chile",Las Ultimas Noticias,-70.63477325,-33.4611702
CHIL_EM,"Santiago, Chile",El Mercurio,-70.59259796,-33.38399124
CHI_CD,"Beijing, China",China Daily,116.4081955,39.9046669
CHI_PD,"Beijing, China",People’s Daily,116.4431915,39.92103577
COL_VL,"Bucaramanga, Colombia",Vanguardia Liberal,-73.11763763,7.120789051
COL_EU,"Cartagena, Colombia",El Universal,-75.49513245,10.39640999
CRO_VL,"Zagreb, Croatia",Vecernji List,15.96036053,45.79392624
CYP_PHIL,"Nicosia, Cyprus",Phileleftheros,33.37752151,35.16253662
DEN_POL,"Copenhagen, Denmark",Politiken,12.56935515,55.67630969
EST_SLO,"Tallinn, Estonia",Õhtuleht,24.76159668,59.44104385
FIJI_FT,"Suva, Fiji",The Fiji Times,178.423233,-18.14486885
FRA_JDE,"Mulhouse, France",Le Journal des Enfants,7.339750767,47.74952698
GEOR_TM,"Tbilisi, Georgia",The Messenger,44.78263474,41.70475769
GER_AA,"Augsburg, Germany",Augsburger Allgemeine,10.89799494,48.36999848
GER_TAZ,"Berlin, Germany",Die Tageszeitung,13.37699509,52.81606674
GER_NW,"Bielefeld, Germany",Neue Westfälische,8.533332825,52.02282715
GER_FAZ,"Frankfurt, Germany",Frankfurter Allgemeine Zeitung,8.66958046,50.13144302
GER_RZ,"Koblenz, Germany",Rhein-Zeitung,7.592795268,50.36079504
GER_MM,"Mannheim, Germany",Mannheimer Morgen,8.466785029,49.48651023
GER_PNP,"Passau, Germany",Passauer Neue Presse,13.37154961,48.55881119
GER_SP,"Ulm, Germany",Südwest Presse,9.987810135,48.39718628
GREE_NK,"Heraklion, Greece",Nea Kriti,25.165136,35.321791
GREE_TAX,"Volos, Greece",Taxydromos,22.94719070,39.35923470
ICE_MORG,"Reykjavik, Iceland",Morgunbladid,-21.91609764,64.14435577
IND_NIE,"Chennai, India",New Indian Express,80.16636658,13.04646206
IND_DC,"Hyderabad, India",Deccan Chronicle,78.49171448,17.44083023
IND_PRAHM,"Mumbai, India",Prahaar - Mumbai,72.85616302,19.01761436
IND_TP,"New Delhi, India",The Pioneer,77.24184418,28.62990952
IND_AGE,"New Delhi, India",Asian Age,77.18179321,28.55125046
IND_PRAHR,"Ratnagiri, India",Prahaar - Ratnagiri,73.31201935,16.9902153
IND_PRAHS,"Sindhudurg, India",Prahaar - Sindhudurg,73.5594101,16.34921837
IRL_IE,"Cork, Ireland",Irish Examiner,-8.472805023,51.8983345
IRL_IT,"Dublin, Ireland",Irish Times,-6.255142212,53.34579468
ISR_JP,"Jerusalem, Israel",The Jerusalem Post,35.21666718,31.79333305
ISR_YA,"RISHON LETZION, Israel",Yedioth Ahronoth,0,0
ISR_HA,"Tel Aviv, Israel",Haaretz - English Edition,34.98666763,32.825634
ISR_HAHE,"Tel Aviv, Israel",Haaretz - Hebrew Edition,34.98665619,32.82562256
ITA_LS,"Torino, Italy",La Stampa,7.705403805,45.06951141
JAM_TG,"Kingston, Jamaica",The Gleaner,-76.7911273,17.9761068
JPN_JT,"Tokyo, Japan",The Japan Times,139.7457428,35.64180756
KOS_KD,"Prishtina, Kosovo",Koha Ditore,21.16453552,42.87242508
KUW_KT,"Kuwait, Kuwait",Kuwait Times,47.97646332,29.3301239
LITH_LR,"Vilnius, Lithuania",Lietuvos Rytas,25.26925877,54.68986966
LUX_LW,"Luxembourg City, Luxembourg",Luxemburger Wort,6.129513264,49.71239471
MAL_STAR,"Kuala Lumpur, Malaysia",Star,101.7128448,3.190210342
MEX_INF,"Guadalajara, Mexico",El Informador,-103.3510818,20.68758965
MEX_PM,"Guadalajara, Mexico",Milenio Jalisco,-103.3510796,20.69858979
MEX_ML,"León, Mexico",Milenio León,-101.6782913,21.13266563
MEX_DDY,"Mérida, Mexico",Diario de Yucatán,-89.62253571,20.97691917
MEX_LRDM,"Mexico City, Mexico",La Razón de México,-99.13065338,19.46342087
MEX_EU,"Mexico City, Mexico",El Universal,-99.14400482,19.44280815
MEX_REF,"Mexico City, Mexico",Reforma,-99.13288951,19.94187006
MEX_MDDM,"Monterrey, Mexico",Milenio Monterrey,-100.309535,25.77083977
MEX_MH,"Pachuca, Mexico",Milenio Hidalgo,-98.73310089,20.12161255
MEX_EHDS,"Saltillo, Mexico",El Heraldo de Saltillo,-101.0026321,25.4242897
MEX_VAN,"Saltillo, Mexico",Vanguardia,-100.9950867,25.43839645
MEX_MT,"Tampico, Mexico",Milenio Tamaulipas,-97.87136078,22.24840355
MEX_MEDM,"Toluca, Mexico",Milenio Estado de México,-99.64967346,19.29133797
MEX_LOM,"Torreon, Mexico",Milenio Laguna,-103.4119999,25.57027984
MOR_AA,"Casablanca, Morocco",Alahdath Almaghrebia,-7.589842796,33.57310867
NET_HP,"Amsterdam, Netherlands",Het Parool,4.932118416,52.37175751
NET_TROUW,"Amsterdam, Netherlands",Trouw,4.893194675,52.37311935
NET_HFD,"Amsterdam, Netherlands",Het Financieele Dagblad,4.917886734,52.34836578
NET_DV,"Amsterdam, Netherlands",de Volkskrant,4.8941679,52.37021637
NET_AD2,"Rotterdam, Netherlands",AD,4.905636787,52.38121414
NEWZ_TP,"Christchurch, New Zealand",The Press,172.6366425,-43.53163528
NEWZ_DP,"Wellington, New Zealand",The Dominion Post,174.7762146,-41.28647995
OMAN_MD,"Muscat, Oman",Muscat Daily,58.59083176,23.61416626
PAK_DAWN,"Karachi, Pakistan",Dawn,67.02233124,24.84866333
PAN_ES,"Panama City, Panama",El Siglo ,-79.53889465,8.974006653
PAN_LEP,"Panama City, Panama",La Estrella de Panama,-79.53889465,8.984006882
PHI_MB,"Manila, Philippines",Manila Bulletin,120.9761581,14.60103226
PHI_BW,"Quezon City, Philippines",BusinessWorld,121.0306396,14.61633015
ROM_MDC,"Cluj-Napoca, Romania",Monitorul de Cluj,23.5939312,46.75710678
RUS_MP,"Moscow, Russia",Moskovskaya Pravda,37.61802301,55.7517086
SAU_MNP,"Makkah, Saudi Arabia",Makkah News Paper,39.79549026,21.48034286
SLK_DEN,"Bratislava, Slovakia",Denník N,17.12951469,48.16878128
SAF_CT,"Cape Town, South Africa",Cape Times,18.41985893,-33.92398834
SAF_TM,"Durban, South Africa",The Mercury,31.01900291,-29.84383011
SKOR_DID,"Seoul, South Korea",The Dong-a Ilbo,126.9930066,37.56336831
SKOR_JAI,"Seoul, South Korea",JoongAng Ilbo,126.9930038,37.56336975
SKOR_CI,"Seoul, South Korea",The Chosun Ilbo,126.9930066,37.56336831
SKOR_MB,"Seoul, South Korea",The Maeil Business Newspaper,126.9930038,37.56336975
SPA_ARA,"Barcelona, Spain",ARA,2.156472206,41.38261032
SPA_LV,"Barcelona, Spain",La Vanguardia,2.145745336,41.39285541
SPA_SEGRE,"Lleida, Spain",Segre,0.6271205544,41.61450958
SWE_GT,"Göteborg, Sweden",Göteborgstidningen,11.9668951,57.70132828
SWE_KV,"Malmö, Sweden",Kvällsposten,13.00130272,55.6033287
SWE_DN,"Stockholm, Sweden",Dagens Nyheter,18.01527977,59.32705307
SWE_EX,"Stockholm, Sweden",Expressen,18.06245041,59.33218002
SWI_BK,"Zürich, Switzerland",Blick,8.5461352,47.3641809
TAIW_TMT,"Taipei, Taiwan",The Merit Times,121.579110,25.048480
SING_LZ,"Singapore, The Republic of Singapore",Lianhe Zaobao,103.8485641,1.343078971
TUR_OLAY,"Bursa, Turkey",Olay,29.07495663,40.19618981
TUR_FOTO,"Istanbul, Turkey",Fotomac,28.96383858,41.01300049
TUR_TAK,"Istanbul, Turkey",Takvim,28.96383858,41.01300049
TUR_DS,"Istanbul, Turkey",Daily Sabah,28.96383858,41.01300049
TUR_SAB,"Istanbul, Turkey",Sabah,28.96383858,41.01300049
TUR_TICAR,"Izmir, Turkey",Ticaret Gazetesi,27.17123222,38.44015503
TUR_HEG,"Izmir, Turkey",Haber Ekspres Gazetesi,27.13786316,38.42550659
TUR_YEN,"Izmir, Turkey",Yeniasir,27.13755989,38.42351151
UK_MAIL,"London, UK",Daily Mail,-0.1911280006,51.50136948
UAE_TN,"Abu Dhabi, United Arab Emirates",The National,53.73691559,23.46772385
UAE_GN,"Dubai, United Arab Emirates",Gulf News,55.30748367,25.27113914
